,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.600976527860907,0.435336303699998,0.435336303699998,0.435336303699998,0.435336303699998,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0,1.0,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,0.9522418338242984,0.9359891009138601,0.9690689733500399,0.9376359678150404,0.9533776873268753,0.9224056439711503,Isophonics,Isophonics_01 A Kind Of Magic
1,0.6430614827146928,0.7666793210000264,0.6803955080000037,0.7666793210000264,0.7300077515000112,0.28571428571428564,0.2727272727272727,0.3,0.9523809523809523,0.9090909090909091,1.0,0.23529411764705882,0.2222222222222222,0.25,0.9411764705882353,0.8888888888888888,1.0,0.9794822808564535,0.9816513011103768,0.9773228246433612,0.9658489768702916,0.9638018043159319,0.9679048645695102,Isophonics,Isophonics_01 Bohemian Rhapsody
2,0.592095414723503,0.4612141112500012,0.4317075500499996,0.49297949200000346,0.49297949200000346,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.8146987310646028,0.789809257131065,0.8412079458554073,0.8728772347313872,0.876826715142686,0.868963173977427,Isophonics,Isophonics_01 I Feel The Earth Move
3,0.600829401078392,0.2932709465000022,0.2932709465000022,0.2932709465000022,0.2932709465000022,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.5367075589795465,0.5039096702013814,0.5740720986067106,0.7532637682400045,0.7676237359545895,0.7394311994259244,Isophonics,Isophonics_01 The Show Must Go On
4,0.6515903380233453,0.5394306411700001,0.3569262049387376,0.7890560300000118,0.6642433355850059,0.48000000000000004,0.46153846153846156,0.5,0.9600000000000001,0.9230769230769231,1.0,0.380952380952381,0.36363636363636365,0.4,0.9523809523809523,0.9090909090909091,1.0,0.5690899325493174,0.5469001361217671,0.59315652471824,0.7293669040690962,0.7475792097073225,0.7120208605139919,Isophonics,Isophonics_01_-_A_Hard_Day's_Night
5,0.6129915013476287,0.1795306122448892,0.15918873752244878,0.22280889890000566,0.180827880850007,0.9600000000000001,0.9230769230769231,1.0,0.9600000000000001,0.9230769230769231,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,1.0,0.7401355227028006,0.9777164316892383,0.5954449483293559,0.846241756215657,0.7595745532828814,0.955233589902675,Isophonics,Isophonics_01_-_Come_Together
6,0.6255144168967446,0.8070796610499977,0.6911563920999999,0.9375333863999984,0.9230029299999956,0.29629629629629634,0.2857142857142857,0.3076923076923077,0.962962962962963,0.9285714285714286,1.0,0.17391304347826086,0.16666666666666666,0.18181818181818182,0.9565217391304348,0.9166666666666666,1.0,0.7668422031647885,0.8203479615327873,0.7198887226285065,0.7682451293325301,0.7353803333033896,0.8041848603936496,Isophonics,Isophonics_01_-_Drive_My_Car
7,0.6572609968353637,0.5398085937999895,0.5398085937999895,0.5426763305999991,0.5426763305999991,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.5952367852379425,0.9450167473915034,0.43443787473863493,0.7030949862097362,0.575036110991435,0.9045315380061794,Isophonics,Isophonics_01_-_Help!
8,0.5961223493906749,0.47571527099999855,0.4647764282000111,0.4759138180000093,0.47571527099999855,0.8125,0.7647058823529411,0.8666666666666667,0.9375,0.8823529411764706,1.0,0.7857142857142856,0.7333333333333333,0.8461538461538461,0.9285714285714286,0.8666666666666667,1.0,0.8048507986580992,0.9357597101962705,0.7060739715760039,0.8549495574954932,0.8034507690037604,0.9135023209346962,Isophonics,Isophonics_01_-_I_Saw_Her_Standing_There
9,0.5936920830097703,0.8705041808999994,0.8705041808999994,0.8705537414999966,0.8705537414999966,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,1.0,1.0,1.0,0.6337316518106585,0.8165088859777048,0.5178171842852944,0.6683420317521884,0.5826953013061371,0.7835044387986394,Isophonics,Isophonics_01_-_It_Won't_Be_Long
