0.000000000,1.1
10.634739229,s
15.336780045,New Point
23.296780045,1.2
36.114285714,a
50.653061224,New Point
62.693877551,s
67.941587301,a
75.789931972,New Point
89.350385487,New Point
104.698775510,New Point
112.288231292,1.3
125.377913832,1.4
135.836734693,s
146.697845804,2.2
157.221632653,2.3
165.372517006,a
176.471655328,New Point
187.461587301,2.4
211.412244897,New Point
221.518367346,a
231.688707482,New Point
242.288616780,New Point
261.168412698,3.4
269.854580498,4.1
279.394149659,4.2
296.230589569,4.4
312.767346938,New Point
322.803809523,New Point
335.804081632,a
346.255963718,New Point
360.555102040,s
370.662018140,5.2
384.774852607,5.3
390.361972789,5.4
398.919047619,6.1
409.779591836,a
419.445260770,New Point
435.493877551,a
445.691995464,6.2
455.428571428,New Point
463.005895691,New Point
469.861224489,end
