0.000000000,p
9.636281179,New Point
12.817414965,New Point
20.271020408,New Point
27.376326530,a
38.707664399,New Point
42.329977324,New Point
53.220136054,New Point
62.749319727,1.2
68.162176870,New Point
72.515918367,New Point
80.132063492,New Point
86.610430839,a
96.177052154,New Point
102.028480725,New Point
109.249886621,New Point
120.452471655,1.3
125.155555555,New Point
137.763990929,New Point
153.135600907,New Point
160.728526077,New Point
167.276553287,a
184.064580498,New Point
201.084807256,a
213.507482993,New Point
233.469387755,New Point
241.727959183,1.1
250.008163265,New Point
256.816326530,New Point
263.128526077,a
277.757097505,New Point
296.391111111,s
302.016326530,New Point
313.155918367,New Point
319.947755102,a
330.938775510,New Point
334.726530612,New Point
338.563265306,New Point
343.330612244,New Point
356.960362811,New Point
362.556371882,New Point
370.404716553,New Point
381.795918367,New Point
390.024489795,New Point
409.405646258,3.3
420.982517006,4.1
426.889795918,New Point
428.907392290,New Point
433.338775510,New Point
440.189455782,5.2
443.710113378,a
458.824489795,New Point
464.897959183,New Point
473.567346938,New Point
485.551020408,New Point
494.057142857,New Point
499.314285714,New Point
507.959727891,New Point
513.012244897,New Point
520.034104308,New Point
528.880907029,New Point
534.302040816,New Point
543.068299319,New Point
551.203945578,1.2
554.819138321,1.1
563.461224489,New Point
568.630839002,1.2
577.420408163,New Point
582.562857142,1.3
589.647528344,New Point
598.378231292,New Point
612.495963718,New Point
621.075056689,1.4
624.570340136,New Point
633.322970521,2.1
638.318367346,New Point
646.955102040,New Point
655.595328798,6.2
675.066167800,2.2
686.801541950,2.4
692.927142857,1.3
702.001723356,3.3
709.210521541,4.2
715.406802721,a
731.567891156,New Point
743.926462585,4.3
754.764625850,New Point
769.625396825,p
776.032653061,New Point
777.287981859,end
