0.000000000,p
2.963265306,s
10.541859410,New Point
13.904240362,1.3
22.562222222,2.1
28.702040816,a
36.808072562,3.3
47.967346938,s
58.235646258,a
64.891882086,3.1
71.408594104,3.2
84.195555555,s
94.354807256,4.2
99.140068027,4.3
106.434625850,5.1
109.014603174,a
117.847732426,5.2
126.688072562,New Point
139.176689342,s
143.192063492,5.4
148.236190476,New Point
154.942857142,6.2
161.802448979,New Point
166.194557823,7.1
170.550566893,New Point
179.884988662,New Point
189.999455782,7.2
195.559183673,New Point
205.896394557,7.3
211.440907029,New Point
221.795578231,7.4
227.114376417,New Point
231.006145124,8.1
237.699501133,8.2
243.066485260,New Point
250.990657596,8.3
258.577414965,New Point
273.531065759,New Point
285.582222222,New Point
295.269523809,9.3
300.768072562,New Point
311.297959183,New Point
322.597687074,9.4
333.893877551,New Point
341.126530612,New Point
346.774852607,10.1
349.583673469,New Point
361.893877551,a
373.012244897,New Point
376.628934240,10.3
387.076643990,New Point
397.339863945,New Point
406.171428571,New Point
417.859115646,11.1
424.356281179,New Point
430.902426303,11.2
442.130612244,a
451.526530612,New Point
459.871201814,New Point
464.886712018,New Point
468.679365079,1.2
475.350000000,1.3
485.355102040,a
490.108956916,11.3
500.390022675,New Point
508.517006802,New Point
514.577573696,2.2
519.732244897,New Point
530.227437641,12.1
547.944489795,p
553.261859410,New Point
562.433741496,a
576.647414965,12.2
589.322448979,p
594.106122448,New Point
594.384399092,end
