0.000000000,s
5.503129251,a
22.244716553,New Point
28.980136054,1.2
36.000000000,a
44.440816326,New Point
59.216326530,New Point
68.476643990,2.1
73.910204081,New Point
83.627505668,2.2
89.624489795,New Point
99.702721088,2.3
104.906122448,New Point
110.688594104,3.1
116.191723356,3.2
122.236734693,New Point
136.408163265,New Point
145.731269841,3.3
152.353287981,1.1
166.693877551,New Point
171.322448979,New Point
175.444897959,New Point
179.542857142,New Point
183.273469387,New Point
190.538775510,New Point
198.762811791,New Point
207.363265306,New Point
216.816326530,New Point
226.086893424,New Point
234.857142857,New Point
244.244897959,New Point
249.861224489,New Point
261.850929705,3.4
269.730612244,New Point
288.925895691,New Point
301.516213151,4.2
313.213968253,p
318.775147392,New Point
322.375510204,end
