0.000000000,1.1
8.228571428,s
13.962086167,1.3
25.936689342,New Point
30.305578231,1.4
38.863242630,2.1
46.901519274,2.2
51.014240362,a
58.560725623,New Point
69.974126984,2.3
79.992743764,a
92.625850340,3.1
99.683242630,3.3
106.039977324,3.4
111.467437641,4.1
117.243650793,4.2
124.279591836,1.1
131.776757369,1.3
139.110748299,New Point
144.702653061,4.4
151.052335600,5.1
160.030612244,a
166.255419501,2.2
172.512244897,s
177.945986394,5.3
182.160544217,a
191.216326530,New Point
200.945487528,New Point
206.634376417,New Point
217.158480725,6.1
231.084988662,New Point
236.460408163,New Point
242.253786848,New Point
244.796371882,New Point
248.488344671,New Point
250.984489795,New Point
254.069387755,a
261.100317460,6.4
268.120816326,New Point
272.834467120,New Point
286.262789115,7.1
288.452312925,7.2
294.011065759,end
