0.000000000,p
2.809614512,New Point
6.826666666,New Point
11.052698412,New Point
14.976870748,New Point
26.356190476,s
36.251814058,2.1
43.316757369,1.1
51.489546485,1.2
57.492607709,New Point
68.410204081,a
79.644444444,New Point
94.365895691,New Point
105.616326530,a
117.098231292,New Point
128.269523809,1.4
139.452857142,3.1
149.126530612,New Point
152.741564625,2.1
158.396371882,2.2
165.197505668,2.3
175.851451247,2.4
184.881632653,New Point
190.426848072,New Point
200.950453514,3.2
211.046167800,New Point
223.329523809,New Point
239.068843537,3.3
245.600000000,s
256.069659863,New Point
259.065034013,New Point
267.477551020,s
280.264852607,New Point
287.657142857,a
297.586938775,New Point
310.497233560,a
320.760453514,New Point
327.804512471,3.3
342.693492063,3.4
352.641451247,New Point
366.759183673,New Point
387.330612244,a
396.921904761,New Point
411.062857142,New Point
426.047551020,4.2
443.127006802,4.3
451.117278911,New Point
457.630544217,4.4
470.505941043,New Point
482.971428571,a
502.101859410,1.1
509.770884353,New Point
526.460362811,5.2
537.263310657,a
546.411972789,New Point
563.362539682,New Point
576.208321995,5.4
583.902040816,New Point
585.991836734,end
