0.000000000,1.1
11.540317460,a
19.493151927,New Point
25.353356009,1.2
34.527959183,1.2
38.995918367,New Point
46.393469387,a
63.249682539,1.3
66.378979591,1.3
74.889795918,New Point
80.135215419,1.4
87.489455782,2.1
94.923174603,a
105.180793650,2.2
112.015895691,2.4
135.116916099,New Point
140.312380952,New Point
144.486167800,New Point
155.480816326,a
170.034149659,1.4
184.598639455,New Point
191.750385487,New Point
206.228027210,New Point
211.858866213,sp
217.907664399,New Point
223.108934240,New Point
230.539319727,New Point
233.424399092,New Point
250.618775510,New Point
254.158798185,3.1
257.590566893,New Point
260.736870748,a
273.745850340,New Point
284.154195011,New Point
299.371111111,3.2
304.274285714,end
