0.023219954,p
2.716734693,New Point
13.305850340,1.1
28.398004535,a
34.736553287,1.2
47.310657596,New Point
53.034376417,New Point
60.127188208,1.3
68.208616780,New Point
72.190839002,a
84.381315192,p
93.133832199,2.2
106.579591836,New Point
119.464852607,2.3
123.460498866,New Point
129.836530612,2.1
139.654308390,2.4
148.702040816,a
155.805895691,New Point
164.186394557,2.2
169.029659863,New Point
174.381859410,p
179.503809523,3.2
195.670544217,4.2
200.296825396,4.4
207.632063492,2.3
213.263673469,New Point
216.618956916,New Point
226.503560090,5.1
229.807891156,New Point
239.444172335,New Point
245.038911564,3.1
255.254399092,3.3
261.528480725,5.3
267.215238095,New Point
275.608934240,3.4
281.767641723,5.4
290.620952380,New Point
296.565260770,New Point
302.846258503,New Point
311.182222222,p
318.386326530,4.2
327.227210884,New Point
333.220453514,6.2
339.214943310,4.3
350.546099773,5.1
357.341156462,6.4
363.113650793,New Point
368.193015873,p
375.543809523,5.3
383.156009070,5.4
387.967346938,New Point
394.795918367,p
399.801179138,s
408.636371882,New Point
416.635646258,New Point
426.019931972,8.1
433.184036281,8.2
442.949659863,New Point
447.575510204,New Point
452.889795918,New Point
458.171428571,New Point
464.865306122,p
469.559183673,New Point
477.564489795,1.1
485.873492063,8.3
489.073469387,New Point
497.355102040,p
502.228571428,New Point
516.228571428,New Point
519.743854875,New Point
525.560453514,New Point
533.501678004,end
