0,p
5.410249433,s
13.65333333,a
27.26022676,New Point
39.6815873,1.1
45.2092517,New Point
51.15356009,New Point
60.88272109,New Point
64.4121542,New Point
69.43886621,1.2
72.72489796,New Point
75.74349206,a 
87.09800454,2.1
94.76482993,1.3
99.19564626,New Point
112.3380952,2.3
118.8668707,2.4
125.3993651,New Point
128.3250794,New Point
134.3738776,a
144.8692971,New Point
151.0690249,New Point
159.1836735,New Point
164.9777778,New Point
170.3067574,a
187.7524036,2.4
197.7875737,a
207.3557143,4.1
211.3364172,New Point
217.094966,New Point
227.5439456,New Point
235.4503401,New Point
243.1010658,3.2
251.9809977,5.2
254.8157823,New Point
260.6439909,a
271.3135601,New Point
275.945941,New Point
280.5078231,3.3
290.2671429,1.1
297.1921995,end
