0.000000000,p
8.637823129,s
25.425850340,a
36.826848072,New Point
49.977482993,2.3
62.438458049,New Point
70.240362811,s
81.037641723,a
87.239931972,3.4
93.355623582,1.2
101.865941043,a
111.699591836,s
122.183401360,a
131.993832199,New Point
135.441995464,New Point
140.991564625,New Point
150.611383219,1.2
160.728526077,a
166.011065759,New Point
173.665306122,New Point
180.529342403,a
187.624489795,New Point
192.043786848,4.2
200.544943310,a
205.879727891,New Point
210.622403628,s
219.492426303,a
230.144580498,New Point
243.043265306,a+p
246.027029478,New Point
258.081768707,4.3
270.971904761,1.3
278.453696145,New Point
289.146485260,s
298.152925170,a
313.399727891,New Point
320.934603174,New Point
326.351020408,p
335.644444444,New Point
343.436734693,a
352.163265306,New Point
362.062335600,1.4
368.914285714,end
