0.000000000,1.1
8.974512471,sp
38.796462585,1.2
46.309546485,2.1
61.942857142,a
68.734693877,New Point
79.738775510,New Point
89.624376417,2.3
112.616780045,New Point
126.245351473,a
136.231473922,New Point
157.053718820,3.3
166.090793650,a
187.917551020,a
197.230294784,New Point
210.303129251,New Point
219.451791383,New Point
223.366757369,4.2
244.807981859,a
258.159455782,New Point
277.362358276,New Point
291.040907029,4.4
311.635011337,a
324.243446712,New Point
342.656870748,New Point
374.236009070,New Point
378.947596371,5.3
388.679795918,2.1
400.587755102,a
412.850793650,New Point
430.846258503,New Point
443.189954648,6.2
456.736507936,New Point
467.983673469,New Point
485.528730158,6.3
497.012244897,a
508.733673469,6.4
547.428571428,p+s 
558.823038548,a
573.877551020,p+s
579.134693877,a
590.854965986,a
613.270068027,2.2
631.432653061,p
641.534693877,New Point
648.556553287,a
664.578321995,p
671.033469387,end
