0.000000000,p
16.904126984,New Point
21.923061224,1.2
41.306122448,New Point
58.775510204,a
67.428571428,New Point
78.334693877,s
95.677823129,a
112.326530612,New Point
134.907936507,s
152.253242630,a
169.828571428,New Point
187.689795918,New Point
202.210975056,a
219.275782312,s
233.674013605,a
243.853061224,New Point
262.008163265,New Point
270.907210884,New Point
284.072925170,a
299.820408163,New Point
310.334693877,a
331.766712018,New Point
345.420408163,New Point
356.702040816,a
368.640000000,New Point
382.579591836,a
391.379591836,New Point
401.551020408,New Point
415.660408163,New Point
427.572244897,New Point
434.987755102,a
455.256235827,New Point
479.967346938,New Point
488.245986394,New Point
497.162448979,New Point
511.976780045,New Point
535.183673469,New Point
546.099092970,1.2
555.461224489,New Point
560.522448979,New Point
568.018140589,a
587.522902494,a
602.514285714,New Point
609.959183673,New Point
617.257142857,New Point
632.016326530,New Point
639.493877551,New Point
646.987755102,New Point
654.302040816,New Point
661.559727891,New Point
680.486281179,1.2
693.828571428,New Point
702.055328798,p
710.236734693,New Point
717.148299319,s
723.498956916,a
745.499863945,p+s
752.372970521,a
756.807981859,New Point
763.135419501,New Point
774.987755102,New Point
780.897959183,New Point
786.824489795,s
793.600000000,a
804.702040816,s
810.310204081,a
827.020408163,p
835.244988662,New Point
854.734693877,a
875.369070294,New Point
898.612244897,New Point
928.391836734,New Point
945.497959183,a
971.710204081,p
976.956371882,New Point
984.200997732,New Point
984.489795918,end
