0.000000000,p
7.453605442,s
25.193650793,a
32.600816326,New Point
41.540498866,s
47.113287981,New Point
53.521995464,a
60.348662131,New Point
71.164512471,1.2
78.661224489,a
86.285351473,New Point
98.689591836,1.3
109.044897959,a
115.058344671,1.4
125.648662131,2.1
142.823469387,2.4
151.657142857,a
157.384580498,3.1
164.089795918,p+s
176.783673469,a
187.069387755,New Point
204.939319727,New Point
209.490430839,New Point
212.694784580,New Point
224.587755102,p
228.437913832,New Point
236.767346938,end
