0.000000000,p
11.085714285,New Point
22.481632653,New Point
27.444149659,1.2
36.873287981,New Point
44.048979591,New Point
49.073287981,1.1
53.502040816,New Point
58.816145124,a
67.183673469,New Point
73.467936507,New Point
78.024489795,New Point
87.216326530,New Point
93.861224489,New Point
106.302040816,New Point
115.024535147,1.4
120.974013605,1.4
128.556507936,a
134.563265306,New Point
142.391836734,p
150.644897959,New Point
158.708390022,s
169.308299319,a
181.510385487,a
198.251972789,New Point
208.865034013,p
217.106575963,s
227.694875283,a
240.721269841,New Point
255.554761904,2.1
261.382222222,2.2
263.564829931,4.2
277.640997732,a
286.594467120,2.3
292.457142857,New Point
296.820680272,New Point
306.957233560,4.3
314.444625850,p
318.775147392,New Point
318.937687074,end
