0.000000000,1.1
3.784852607,New Point
8.685714285,s
25.070045351,1.1
44.179591836,a
58.530612244,p
61.091700680,s
71.569705215,New Point
84.045396825,1.1
87.534693877,New Point
118.170068027,sp
123.119002267,1.2
136.695873015,sp
140.678095238,New Point
151.812063492,New Point
174.624013605,1.3
193.581247165,1.4
202.895963718,New Point
206.065487528,New Point
211.417687074,New Point
214.436281179,New Point
226.530045351,2.1
235.575510204,New Point
241.230566893,a
261.748231292,2.2
277.648979591,New Point
293.110204081,New Point
300.005011337,2.2
302.521179138,New Point
315.183673469,New Point
327.424580498,New Point
336.882562358,2.3
345.616326530,New Point
352.160272108,2.3
379.674376417,2.4
392.820317460,3.1
425.993287981,New Point
430.230929705,sp
482.510657596,New Point
486.922448979,New Point
494.445714285,New Point
503.977324263,2.4
527.510929705,a
539.077551020,New Point
548.220408163,New Point
563.629569160,New Point
578.259387755,4.1
586.378344671,1.2
592.689455782,4.2
600.793106575,New Point
609.442539682,New Point
616.183356009,4.3
631.351655328,4.4
637.065714285,3.2
648.985782312,3.3
656.242358276,a
679.330612244,New Point
688.400000000,New Point
696.496258503,4.1
703.901315192,New Point
715.796802721,4.2
733.089795918,New Point
742.755396825,5.1
747.424195011,5.2
753.179183673,5.3
758.944217687,end
