0.000000000,p
2.514285714,s
27.265306122,a
36.455328798,New Point
49.926530612,s
61.061224489,a
88.751020408,s
109.093877551,New Point
117.028571428,a
135.778684807,New Point
154.285714285,s
164.081632653,a
170.480907029,New Point
180.604081632,s
191.085714285,a
201.084807256,New Point
218.325623582,New Point
235.102040816,New Point
246.386938775,New Point
252.191927437,New Point
263.093696145,New Point
269.026394557,New Point
282.076009070,New Point
293.518367346,New Point
298.424489795,New Point
312.912108843,New Point
329.746575963,New Point
347.338775510,New Point
365.319546485,New Point
384.114829931,1.1
397.191836734,New Point
416.866780045,1.2
440.761179138,a
454.204081632,New Point
467.297959183,New Point
472.464943310,1.4
481.767619047,s
491.624489795,New Point
499.379591836,New Point
513.697959183,New Point
520.312743764,a
528.530612244,New Point
559.967346938,New Point
567.281632653,New Point
584.081632653,p
595.313197278,s
601.861224489,a
607.159183673,New Point
614.365170068,New Point
626.546938775,New Point
635.808798185,a
643.632653061,New Point
657.200000000,s+p
663.836734693,a
688.816326530,New Point
703.289795918,p+s
709.714285714,a
716.685714285,New Point
726.459501133,New Point
733.007528344,New Point
742.465306122,New Point
753.453061224,New Point
760.198095238,a
773.746938775,New Point
777.357641723,a
788.506122448,New Point
806.870204081,New Point
806.987755102,end
