0.000000000,p
4.969070294,s
10.402539682,New Point
30.696780045,a
41.925736961,1.1
54.218594104,New Point
70.495782312,New Point
83.986575963,New Point
99.965804988,2.1
113.028571428,a
120.929523809,New Point
125.897845804,2.2
129.799546485,New Point
140.024489795,2.3
150.206507936,2.4
160.189501133,1.3
171.049818594,1.4
174.629342403,3.4
180.788344671,2.1
189.355102040,a
201.189138321,4.1
208.765555555,4.2
219.567891156,New Point
234.951111111,New Point
245.620680272,New Point
256.487619047,New Point
262.971428571,New Point
270.883990929,New Point
279.254784580,a
294.905034013,New Point
307.176780045,New Point
320.351020408,New Point
330.628571428,New Point
338.351020408,New Point
342.897959183,New Point
347.045442176,New Point
350.629795918,2.2
359.119818594,New Point
372.378412698,a
387.715192743,New Point
399.118367346,New Point
406.790385487,New Point
422.677551020,a
434.800952380,5.2
459.469523809,5.3
463.851700680,5.4
470.367346938,a 
476.288752834,6.4
481.956961451,7.2
489.839750566,8.2
494.468934240,New Point
499.438004535,New Point
504.825034013,New Point
525.072834467,end
